"","OTUOfInterest","rep","RMSE(AllPredictions$Predicted, AllPredictions$Real)","MAE(AllPredictions$Predicted, AllPredictions$Real)","R2(AllPredictions$Predicted, AllPredictions$Real)"
"1","Otu00006",1,8.59031283537872,4.22768414656839,0.124950783486267
"2","Otu00006",2,20.952232884302,8.82854111177561,0.0875144014559779
"3","Otu00006",3,7.05013040121268,3.80586332052134,0.093860430452522
"4","Otu00006",1,7.25856718559617,3.85328820361531,0.14229055043161
"5","Otu00006",2,8.56094112503674,4.38251419920619,0.0753339982134882
"6","Otu00006",3,9.284913343009,4.54809266853844,0.0255809736588706
"7","Otu00006",1,6.65546331489521,3.47693407943806,0.157990802957947
"8","Otu00006",2,6.19832878613158,3.35712316787564,0.295692213079846
"9","Otu00006",3,8.8326811584581,4.19826069711622,0.07121227931224
"10","Otu00006",1,8.03292256555494,3.938769471182,0.158403355733444
"11","Otu00006",2,7.38901566330465,3.84615380851811,0.143506069192067
"12","Otu00006",3,6.86124472705296,3.66880932641238,0.23648897438936
